striker,bowling_team,runs_scored,balls_faced,dismissals,strike_rate,average
ST Jayasuriya,England,707,716,15,98.74301675977654,47.13333333333333
ST Jayasuriya,India,1001,1085,31,92.25806451612904,32.29032258064516
ST Jayasuriya,Ireland,24,22,0,109.09090909090908,
ST Jayasuriya,Kenya,39,52,2,75.0,19.5
ST Jayasuriya,New Zealand,438,452,11,96.90265486725663,39.81818181818182
ST Jayasuriya,Pakistan,330,411,13,80.2919708029197,25.384615384615383
ST Jayasuriya,South Africa,290,302,8,96.02649006622516,36.25
ST Jayasuriya,West Indies,257,302,6,85.09933774834437,42.833333333333336
ST Jayasuriya,Zimbabwe,82,107,5,76.63551401869158,16.4
STR Binny,Bangladesh,45,58,2,77.58620689655173,22.5
STR Binny,England,51,69,2,73.91304347826086,25.5
STR Binny,South Africa,2,5,1,40.0,2.0
STR Binny,Sri Lanka,12,19,2,63.1578947368421,6.0
STR Binny,Zimbabwe,120,101,2,118.8118811881188,60.0
SV Bahutule,New Zealand,11,13,1,84.61538461538461,11.0
SV Carlisle,Australia,1,6,1,16.666666666666664,1.0
SV Carlisle,Bangladesh,0,2,1,0.0,0.0
SV Carlisle,India,79,159,3,49.685534591194966,26.333333333333332
SV Carlisle,New Zealand,30,82,2,36.58536585365854,15.0
SV Samson,New Zealand,36,41,1,87.8048780487805,36.0
SV Samson,South Africa,118,109,0,108.25688073394495,
SV Samson,Sri Lanka,46,47,1,97.87234042553192,46.0
SV Samson,West Indies,132,136,4,97.05882352941177,33.0
SV Samson,Zimbabwe,58,55,1,105.45454545454544,58.0
SW Ambris,Bangladesh,156,186,5,83.87096774193549,31.2
SW Ambris,England,38,29,0,131.0344827586207,
SW Ambris,India,40,48,2,83.33333333333334,20.0
SW Ambris,Ireland,154,139,2,110.79136690647482,77.0
SW Ambris,Sri Lanka,85,103,3,82.52427184466019,28.333333333333332
SW Billings,Australia,289,334,7,86.52694610778443,41.285714285714285
SW Billings,Bangladesh,62,69,1,89.85507246376811,62.0
SW Billings,India,53,81,2,65.4320987654321,26.5
SW Billings,Ireland,139,145,2,95.86206896551724,69.5
SW Billings,New Zealand,90,70,4,128.57142857142858,22.5
SW Billings,Sri Lanka,3,8,1,37.5,3.0
SW Billings,West Indies,54,61,3,88.52459016393442,18.0
SW Masakadza,Afghanistan,16,22,2,72.72727272727273,8.0
SW Masakadza,Bangladesh,47,50,2,94.0,23.5
SW Masakadza,New Zealand,40,38,2,105.26315789473684,20.0
SW Masakadza,Pakistan,0,1,1,0.0,0.0
SW Masakadza,South Africa,22,23,2,95.65217391304348,11.0
SW Poynter,Afghanistan,88,148,6,59.45945945945946,14.666666666666666
SW Poynter,Australia,11,8,1,137.5,11.0
SW Poynter,Pakistan,4,3,1,133.33333333333331,4.0
SW Poynter,Scotland,15,30,2,50.0,7.5
SW Poynter,South Africa,8,9,1,88.88888888888889,8.0
SW Poynter,Sri Lanka,36,51,1,70.58823529411765,36.0
SW Poynter,United Arab Emirates,0,1,0,0.0,
SW Tait,England,12,11,0,109.09090909090908,
SW Tait,New Zealand,9,10,0,90.0,
SW Tait,Pakistan,0,1,0,0.0,
SW Tait,South Africa,4,7,1,57.14285714285714,4.0
Saad Ali,Australia,11,23,2,47.82608695652174,5.5
Saad Bin Zafar,Namibia,2,4,0,50.0,
Saad Bin Zafar,Papua New Guinea,28,50,1,56.00000000000001,28.0
Saad Bin Zafar,United Arab Emirates,14,11,0,127.27272727272727,
Saad Bin Zafar,United States of America,11,37,1,29.72972972972973,11.0
Saad Nasim,Bangladesh,99,125,2,79.2,49.5
Sabbir Rahman,Afghanistan,74,110,4,67.27272727272727,18.5
Sabbir Rahman,Australia,8,15,2,53.333333333333336,4.0
Sabbir Rahman,England,108,107,5,100.93457943925233,21.6
Sabbir Rahman,India,191,211,5,90.52132701421802,38.2
Sabbir Rahman,Ireland,42,45,2,93.33333333333333,21.0
Sabbir Rahman,New Zealand,345,400,10,86.25,34.5
Sabbir Rahman,Pakistan,15,8,1,187.5,15.0
Sabbir Rahman,Scotland,42,40,0,105.0,
Sabbir Rahman,South Africa,80,102,4,78.43137254901961,20.0
Sabbir Rahman,Sri Lanka,221,254,8,87.00787401574803,27.625
Sabbir Rahman,West Indies,27,27,4,100.0,6.75
Sabbir Rahman,Zimbabwe,180,186,6,96.7741935483871,30.0
Sabir Ali,Nepal,7,6,1,116.66666666666667,7.0
Sabir Ali,Papua New Guinea,0,1,0,0.0,
Sabir Ali,Scotland,5,6,1,83.33333333333334,5.0
Saeed Ajmal,Afghanistan,1,1,0,100.0,
Saeed Ajmal,Australia,28,64,6,43.75,4.666666666666667
Saeed Ajmal,Bangladesh,15,20,3,75.0,5.0
Saeed Ajmal,Canada,0,5,1,0.0,0.0
Saeed Ajmal,England,34,52,5,65.38461538461539,6.8
Saeed Ajmal,India,14,36,5,38.88888888888889,2.8
Saeed Ajmal,New Zealand,50,65,1,76.92307692307693,50.0
Saeed Ajmal,Scotland,28,28,1,100.0,28.0
Saeed Ajmal,South Africa,31,75,13,41.333333333333336,2.3846153846153846
Saeed Ajmal,Sri Lanka,86,135,8,63.70370370370371,10.75
Saeed Ajmal,West Indies,33,55,2,60.0,16.5
Saeed Ajmal,Zimbabwe,4,4,0,100.0,
Saeed Anwar,England,29,64,1,45.3125,29.0
Saeed Anwar,India,101,133,2,75.93984962406014,50.5
Saeed Anwar,Namibia,23,37,1,62.16216216216216,23.0
Saeed Anwar,Netherlands,25,37,1,67.56756756756756,25.0
Saeed Anwar,Zimbabwe,40,47,0,85.1063829787234,
Sagar Pun,United Arab Emirates,3,20,1,15.0,3.0
Saleem Elahi,Australia,30,41,1,73.17073170731707,30.0
Saleem Elahi,Namibia,63,103,1,61.165048543689316,63.0
Saleem Elahi,Netherlands,5,7,1,71.42857142857143,5.0
Saleem Elahi,New Zealand,97,153,2,63.39869281045751,48.5
Saleem Elahi,Zimbabwe,4,3,1,133.33333333333331,4.0
Salman Butt,Australia,240,398,12,60.30150753768844,20.0
Salman Butt,Bangladesh,577,620,7,93.06451612903226,82.42857142857143
Salman Butt,England,102,136,3,75.0,34.0
Salman Butt,Hong Kong,0,3,1,0.0,0.0
Salman Butt,India,757,949,17,79.768177028451,44.529411764705884
Salman Butt,New Zealand,84,120,1,70.0,84.0
Salman Butt,Sri Lanka,249,391,8,63.68286445012787,31.125
Salman Butt,West Indies,103,193,6,53.36787564766839,17.166666666666668
Salman Butt,Zimbabwe,74,122,4,60.65573770491803,18.5
Salman Faris,Afghanistan,27,46,1,58.69565217391305,27.0
Salman Faris,Hong Kong,0,2,1,0.0,0.0
Sami Aslam,Bangladesh,45,52,1,86.53846153846155,45.0
Sami Aslam,England,33,71,3,46.478873239436616,11.0
Sami Faridi,Bermuda,16,26,1,61.53846153846154,16.0
Samiullah Shenwari,Australia,31,58,2,53.44827586206896,15.5
Samiullah Shenwari,Bangladesh,226,268,4,84.32835820895522,56.5
Samiullah Shenwari,England,7,11,1,63.63636363636363,7.0
Samiullah Shenwari,Hong Kong,9,10,1,90.0,9.0
Samiullah Shenwari,India,50,74,1,67.56756756756756,50.0
Samiullah Shenwari,Ireland,261,438,11,59.589041095890416,23.727272727272727
Samiullah Shenwari,Netherlands,11,31,1,35.483870967741936,11.0
Samiullah Shenwari,New Zealand,54,114,1,47.368421052631575,54.0
Samiullah Shenwari,Pakistan,65,123,4,52.84552845528455,16.25
Samiullah Shenwari,Scotland,204,302,4,67.54966887417218,51.0
Samiullah Shenwari,Sri Lanka,44,91,2,48.35164835164835,22.0
Samiullah Shenwari,United Arab Emirates,134,116,2,115.51724137931035,67.0
Samiullah Shenwari,West Indies,77,145,4,53.103448275862064,19.25
Samiullah Shenwari,Zimbabwe,207,404,14,51.23762376237624,14.785714285714286
Sandeep Goud,Namibia,101,136,4,74.26470588235294,25.25
Sandeep Goud,Nepal,134,250,4,53.6,33.5
Sandeep Goud,Netherlands,3,8,1,37.5,3.0
Sandeep Goud,Papua New Guinea,77,105,3,73.33333333333333,25.666666666666668
Sandeep Goud,Scotland,96,111,4,86.48648648648648,24.0
Sandeep Goud,United Arab Emirates,76,95,6,80.0,12.666666666666666
Sandeep Goud,United States of America,65,64,2,101.5625,32.5
Sandeep Goud,West Indies,5,11,1,45.45454545454545,5.0
Sanwar Hossain,Australia,37,79,4,46.835443037974684,9.25
Sanwar Hossain,Canada,25,24,1,104.16666666666667,25.0
Sanwar Hossain,Kenya,16,28,1,57.14285714285714,16.0
Sanwar Hossain,New Zealand,5,12,1,41.66666666666667,5.0
Sanwar Hossain,Pakistan,19,38,1,50.0,19.0
Sanwar Hossain,South Africa,11,14,1,78.57142857142857,11.0
Sanwar Hossain,West Indies,2,8,0,25.0,
Saqib Ali,Afghanistan,49,63,1,77.77777777777779,49.0
Saqib Ali,Bangladesh,10,21,1,47.61904761904761,10.0
Saqib Ali,Sri Lanka,19,32,1,59.375,19.0
Saqib Zulfiqar,Afghanistan,33,67,4,49.25373134328358,8.25
Saqib Zulfiqar,Ireland,25,82,2,30.48780487804878,12.5
Saqib Zulfiqar,Oman,33,18,1,183.33333333333331,33.0
Saqib Zulfiqar,Scotland,45,61,1,73.77049180327869,45.0
Saqib Zulfiqar,Sri Lanka,8,12,2,66.66666666666666,4.0
Saqib Zulfiqar,West Indies,3,5,0,60.0,
Saqib Zulfiqar,Zimbabwe,34,37,1,91.8918918918919,34.0
Saqlain Haider,Scotland,23,28,2,82.14285714285714,11.5
Saqlain Haider,South Africa,7,12,1,58.333333333333336,7.0
Saqlain Mushtaq,England,12,33,0,36.36363636363637,
Saqlain Mushtaq,Namibia,1,1,1,100.0,1.0
Saqlain Mushtaq,Netherlands,3,3,0,100.0,
Saqlain Mushtaq,South Africa,1,2,0,50.0,
Sarfraz Ahmed,Afghanistan,26,34,2,76.47058823529412,13.0
Sarfraz Ahmed,Australia,187,240,5,77.91666666666667,37.4
Sarfraz Ahmed,Bangladesh,123,152,4,80.92105263157895,30.75
Sarfraz Ahmed,England,655,672,12,97.47023809523809,54.583333333333336
Sarfraz Ahmed,Hong Kong,7,15,0,46.666666666666664,
Sarfraz Ahmed,India,77,127,5,60.629921259842526,15.4
Sarfraz Ahmed,Ireland,103,138,2,74.63768115942028,51.5
Sarfraz Ahmed,New Zealand,374,418,15,89.47368421052632,24.933333333333334
Sarfraz Ahmed,South Africa,112,131,4,85.49618320610686,28.0
Sarfraz Ahmed,Sri Lanka,306,406,14,75.36945812807882,21.857142857142858
Sarfraz Ahmed,West Indies,197,201,3,98.00995024875621,65.66666666666667
Sarfraz Ahmed,Zimbabwe,148,173,6,85.54913294797689,24.666666666666668
Saud Shakeel,Afghanistan,9,6,1,150.0,9.0
Saud Shakeel,Australia,3,8,1,37.5,3.0
Saud Shakeel,England,64,95,2,67.36842105263158,32.0
Sayed Shirzad,West Indies,25,17,1,147.05882352941177,25.0
Shabbir Ahmed,India,1,3,0,33.33333333333333,
Shabbir Ahmed,New Zealand,2,3,1,66.66666666666666,2.0
Shabbir Ahmed,South Africa,2,7,1,28.57142857142857,2.0
Shabbir Ahmed,Sri Lanka,0,1,1,0.0,0.0
Shabbir Ahmed,West Indies,1,1,0,100.0,
Shabir Noori,Bangladesh,9,27,1,33.33333333333333,9.0
Shadab Khan,Afghanistan,101,116,3,87.06896551724138,33.666666666666664
Shadab Khan,Bangladesh,5,26,2,19.230769230769234,2.5
Shadab Khan,England,61,68,3,89.70588235294117,20.333333333333332
Shadab Khan,India,58,76,3,76.31578947368422,19.333333333333332
Shadab Khan,Nepal,4,2,1,200.0,4.0
Shadab Khan,Netherlands,48,30,0,160.0,
Shadab Khan,New Zealand,184,245,6,75.10204081632654,30.666666666666668
Shadab Khan,South Africa,102,149,5,68.45637583892618,20.4
Shadab Khan,Sri Lanka,55,71,1,77.46478873239437,55.0
Shadab Khan,West Indies,114,111,4,102.7027027027027,28.5
Shadab Khan,Zimbabwe,2,3,0,66.66666666666666,
Shafiqullah,England,30,64,1,46.875,30.0
Shafiqullah,Ireland,174,128,7,135.9375,24.857142857142858
Shafiqullah,United Arab Emirates,14,6,0,233.33333333333334,
Shafiqullah,Zimbabwe,81,81,6,100.0,13.5
Shafiul Islam,Afghanistan,2,1,0,200.0,
Shafiul Islam,Australia,9,7,0,128.57142857142858,
Shafiul Islam,England,51,56,2,91.07142857142857,25.5
Shafiul Islam,India,0,4,2,0.0,0.0
Shafiul Islam,Ireland,2,17,1,11.76470588235294,2.0
Shafiul Islam,New Zealand,20,46,2,43.47826086956522,10.0
Shafiul Islam,Pakistan,1,14,3,7.142857142857142,0.3333333333333333
Shafiul Islam,South Africa,0,2,1,0.0,0.0
Shafiul Islam,Sri Lanka,20,40,3,50.0,6.666666666666667
Shafiul Islam,West Indies,4,12,2,33.33333333333333,2.0
Shafiul Islam,Zimbabwe,25,44,3,56.81818181818182,8.333333333333334
Shahadat Hossain,Australia,9,21,1,42.857142857142854,9.0
Shahadat Hossain,Ireland,0,2,0,0.0,
Shahadat Hossain,New Zealand,24,30,2,80.0,12.0
Shahadat Hossain,Pakistan,10,31,0,32.25806451612903,
Shahadat Hossain,South Africa,0,2,1,0.0,0.0
Shahadat Hossain,Sri Lanka,12,27,1,44.44444444444444,12.0
Shahadat Hossain,Zimbabwe,5,6,1,83.33333333333334,5.0
Shahbaz Ahmed,Bangladesh,0,4,1,0.0,0.0
Shaheen Shah Afridi,Afghanistan,8,14,2,57.14285714285714,4.0
Shaheen Shah Afridi,Australia,1,6,1,16.666666666666664,1.0
Shaheen Shah Afridi,Bangladesh,14,20,0,70.0,
Shaheen Shah Afridi,England,56,85,3,65.88235294117646,18.666666666666668
Shaheen Shah Afridi,India,7,6,0,116.66666666666667,
Shaheen Shah Afridi,New Zealand,23,11,2,209.0909090909091,11.5
Shaheen Shah Afridi,South Africa,6,21,1,28.57142857142857,6.0
Shaheen Shah Afridi,Sri Lanka,1,1,0,100.0,
Shaheen Shah Afridi,West Indies,15,6,0,250.0,
Shaheen Shah Afridi,Zimbabwe,10,10,1,100.0,10.0
Shahid Afridi,Afghanistan,6,11,1,54.54545454545454,6.0
Shahid Afridi,Africa XI,13,15,2,86.66666666666667,6.5
Shahid Afridi,Australia,419,347,23,120.74927953890491,18.217391304347824
Shahid Afridi,Bangladesh,354,215,9,164.65116279069767,39.333333333333336
Shahid Afridi,Canada,20,17,1,117.64705882352942,20.0
Shahid Afridi,England,271,265,13,102.26415094339623,20.846153846153847
Shahid Afridi,Hong Kong,4,6,1,66.66666666666666,4.0
Shahid Afridi,India,617,456,24,135.30701754385964,25.708333333333332
Shahid Afridi,Kenya,10,9,2,111.11111111111111,5.0
Shahid Afridi,New Zealand,535,368,19,145.3804347826087,28.157894736842106
Shahid Afridi,South Africa,558,401,24,139.15211970074813,23.25
Shahid Afridi,Sri Lanka,483,416,27,116.10576923076923,17.88888888888889
Shahid Afridi,United Arab Emirates,21,7,0,300.0,
Shahid Afridi,West Indies,328,284,15,115.49295774647888,21.866666666666667
Shahid Afridi,Zimbabwe,280,181,7,154.6961325966851,40.0
Shahid Wasif,Afghanistan,21,31,1,67.74193548387096,21.0
Shahid Wasif,Papua New Guinea,47,84,2,55.952380952380956,23.5
Shahid Wasif,Scotland,12,42,2,28.57142857142857,6.0
Shahid Wasif,United Arab Emirates,0,9,1,0.0,0.0
Shahid Wasif,Zimbabwe,1,3,1,33.33333333333333,1.0
Shahidullah,Netherlands,1,3,1,33.33333333333333,1.0
Shahidullah,Pakistan,38,68,2,55.88235294117647,19.0
Shahnawaz Dhani,West Indies,4,3,0,133.33333333333331,
Shahriar Hossain,West Indies,0,3,1,0.0,0.0
Shahriar Nafees,Australia,255,367,9,69.48228882833789,28.333333333333332
Shahriar Nafees,Bermuda,12,32,1,37.5,12.0
Shahriar Nafees,England,20,37,3,54.054054054054056,6.666666666666667
Shahriar Nafees,India,11,27,2,40.74074074074074,5.5
Shahriar Nafees,Ireland,7,21,1,33.33333333333333,7.0
Shahriar Nafees,Kenya,43,71,3,60.56338028169014,14.333333333333334
Shahriar Nafees,Netherlands,37,60,1,61.66666666666667,37.0
Shahriar Nafees,New Zealand,119,128,4,92.96875,29.75
Shahriar Nafees,Pakistan,76,161,7,47.20496894409938,10.857142857142858
Shahriar Nafees,South Africa,47,81,4,58.0246913580247,11.75
Shahriar Nafees,Sri Lanka,113,203,9,55.66502463054187,12.555555555555555
Shahriar Nafees,West Indies,38,72,2,52.77777777777778,19.0
Shahriar Nafees,Zimbabwe,438,557,6,78.63554757630162,73.0
Shahzaib Hasan,Bangladesh,50,40,1,125.0,50.0
Shahzaib Hasan,South Africa,39,43,1,90.69767441860465,39.0
Shahzaib Hasan,Sri Lanka,11,35,1,31.428571428571427,11.0
Shaiman Anwar,Afghanistan,108,134,3,80.59701492537313,36.0
Shaiman Anwar,Hong Kong,148,175,3,84.57142857142857,49.333333333333336
Shaiman Anwar,India,35,50,1,70.0,35.0
Shaiman Anwar,Ireland,169,189,3,89.41798941798942,56.333333333333336
Shaiman Anwar,Nepal,101,111,4,90.990990990991,25.25
Shaiman Anwar,Pakistan,62,89,1,69.66292134831461,62.0
Shaiman Anwar,Papua New Guinea,40,58,2,68.96551724137932,20.0
Shaiman Anwar,Scotland,102,145,7,70.34482758620689,14.571428571428571
Shaiman Anwar,South Africa,39,66,1,59.09090909090909,39.0
Shaiman Anwar,West Indies,66,69,2,95.65217391304348,33.0
Shaiman Anwar,Zimbabwe,185,210,4,88.09523809523809,46.25
Shakib Al Hasan,Afghanistan,399,502,14,79.4820717131474,28.5
Shakib Al Hasan,Australia,217,343,9,63.26530612244898,24.11111111111111
Shakib Al Hasan,Bermuda,26,37,0,70.27027027027027,
Shakib Al Hasan,England,540,669,15,80.71748878923766,36.0
Shakib Al Hasan,India,751,921,20,81.54180238870794,37.55
Shakib Al Hasan,Ireland,272,308,7,88.31168831168831,38.857142857142854
Shakib Al Hasan,Kenya,58,94,3,61.702127659574465,19.333333333333332
Shakib Al Hasan,Netherlands,1,7,1,14.285714285714285,1.0
Shakib Al Hasan,New Zealand,623,760,19,81.97368421052632,32.78947368421053
Shakib Al Hasan,Pakistan,606,719,14,84.28372739916551,43.285714285714285
Shakib Al Hasan,Scotland,52,44,0,118.18181818181819,
Shakib Al Hasan,South Africa,475,652,14,72.85276073619632,33.92857142857143
Shakib Al Hasan,Sri Lanka,625,800,21,78.125,29.761904761904763
Shakib Al Hasan,West Indies,834,943,16,88.44114528101802,52.125
Shakib Al Hasan,Zimbabwe,1386,1626,31,85.23985239852398,44.70967741935484
Shamim Hossain,Afghanistan,11,6,1,183.33333333333331,11.0
Shamim Hossain,India,1,5,1,20.0,1.0
Shamim Hossain,Pakistan,16,23,1,69.56521739130434,16.0
Shamim Hossain,Sri Lanka,5,10,1,50.0,5.0
Shamsur Rahman,Afghanistan,0,2,1,0.0,0.0
Shamsur Rahman,India,7,12,1,58.333333333333336,7.0
Shamsur Rahman,New Zealand,121,166,2,72.89156626506023,60.5
Shamsur Rahman,Sri Lanka,126,156,4,80.76923076923077,31.5
Shamsur Rahman,West Indies,12,23,2,52.17391304347826,6.0
Shan Masood,Australia,111,148,5,75.0,22.2
Shan Masood,New Zealand,52,94,4,55.319148936170215,13.0
Shapoor Zadran,Australia,1,9,0,11.11111111111111,
Shapoor Zadran,Bangladesh,2,2,0,100.0,
Shapoor Zadran,India,1,13,1,7.6923076923076925,1.0
Shapoor Zadran,Ireland,2,25,2,8.0,1.0
Shapoor Zadran,New Zealand,2,4,0,50.0,
Shapoor Zadran,Pakistan,3,10,1,30.0,3.0
Shapoor Zadran,Scotland,12,13,0,92.3076923076923,
Shapoor Zadran,Sri Lanka,1,1,0,100.0,
Shapoor Zadran,Zimbabwe,12,40,1,30.0,12.0
Sharafuddin Ashraf,Hong Kong,1,10,1,10.0,1.0
Sharafuddin Ashraf,Scotland,6,14,1,42.857142857142854,6.0
Sharafuddin Ashraf,United Arab Emirates,1,4,0,25.0,
Sharafuddin Ashraf,West Indies,20,24,1,83.33333333333334,20.0
Sharafuddin Ashraf,Zimbabwe,38,50,2,76.0,19.0
Shariz Ahmad,Pakistan,5,10,1,50.0,5.0
Shariz Ahmad,South Africa,4,23,2,17.391304347826086,2.0
Shariz Ahmad,Sri Lanka,2,19,1,10.526315789473683,2.0
Shariz Ahmad,West Indies,1,1,0,100.0,
Shariz Ahmad,Zimbabwe,52,59,1,88.13559322033898,52.0
Sharjeel Khan,Afghanistan,25,38,1,65.78947368421053,25.0
Sharjeel Khan,Australia,250,225,5,111.11111111111111,50.0
Sharjeel Khan,England,100,76,5,131.57894736842107,20.0
Sharjeel Khan,India,25,32,1,78.125,25.0
Sharjeel Khan,Ireland,152,86,1,176.74418604651163,152.0
Sharjeel Khan,Sri Lanka,144,176,9,81.81818181818183,16.0
Sharjeel Khan,West Indies,116,97,3,119.58762886597938,38.666666666666664
Shayan Jahangir,Canada,10,14,1,71.42857142857143,10.0
Shayan Jahangir,Namibia,37,59,3,62.71186440677966,12.333333333333334
Shayan Jahangir,Nepal,100,82,0,121.95121951219512,
Shayan Jahangir,Netherlands,71,86,1,82.55813953488372,71.0
Shayan Jahangir,Papua New Guinea,27,27,0,100.0,
Shayan Jahangir,United Arab Emirates,54,52,2,103.84615384615385,27.0
Shayan Jahangir,West Indies,39,50,1,78.0,39.0
Shoaib Akhtar,Africa XI,15,13,1,115.38461538461537,15.0
Shoaib Akhtar,Australia,31,25,3,124.0,10.333333333333334
Shoaib Akhtar,England,64,52,6,123.07692307692308,10.666666666666666
Shoaib Akhtar,India,8,13,3,61.53846153846154,2.6666666666666665
Shoaib Akhtar,Namibia,3,3,0,100.0,
Shoaib Akhtar,Netherlands,26,29,0,89.65517241379311,
Shoaib Akhtar,New Zealand,30,48,2,62.5,15.0
Shoaib Akhtar,South Africa,32,41,6,78.04878048780488,5.333333333333333
Shoaib Akhtar,Sri Lanka,8,23,3,34.78260869565217,2.6666666666666665
Shoaib Akhtar,West Indies,0,2,0,0.0,
Shoaib Khan,Ireland,19,17,0,111.76470588235294,
Shoaib Khan,Namibia,196,204,2,96.07843137254902,98.0
Shoaib Khan,Nepal,36,70,3,51.42857142857142,12.0
Shoaib Khan,Netherlands,46,63,1,73.01587301587301,46.0
Shoaib Khan,Papua New Guinea,1,7,1,14.285714285714285,1.0
Shoaib Khan,Scotland,38,56,2,67.85714285714286,19.0
Shoaib Khan,Sri Lanka,0,2,1,0.0,0.0
Shoaib Khan,United Arab Emirates,219,278,4,78.77697841726618,54.75
Shoaib Khan,United States of America,110,129,3,85.27131782945736,36.666666666666664
Shoaib Khan,West Indies,50,55,0,90.9090909090909,
Shoaib Khan,Zimbabwe,11,14,1,78.57142857142857,11.0
Shoaib Malik,Afghanistan,51,47,0,108.51063829787233,
Shoaib Malik,Australia,498,734,18,67.8474114441417,27.666666666666668
Shoaib Malik,Bangladesh,256,289,9,88.58131487889274,28.444444444444443
Shoaib Malik,England,437,580,20,75.3448275862069,21.85
Shoaib Malik,Hong Kong,44,46,1,95.65217391304348,44.0
Shoaib Malik,India,1487,1753,34,84.82601254991444,43.73529411764706
Shoaib Malik,Ireland,110,127,2,86.61417322834646,55.0
Shoaib Malik,Kenya,76,64,2,118.75,38.0
Shoaib Malik,New Zealand,325,497,17,65.3923541247485,19.11764705882353
Shoaib Malik,South Africa,733,917,21,79.93456924754635,34.904761904761905
Shoaib Malik,Sri Lanka,790,925,19,85.4054054054054,41.578947368421055
Shoaib Malik,West Indies,584,684,15,85.38011695906432,38.93333333333333
Shoaib Malik,Zimbabwe,641,693,13,92.4963924963925,49.30769230769231
Shoriful Islam,Afghanistan,7,10,0,70.0,
Shoriful Islam,Ireland,20,18,1,111.11111111111111,20.0
Shoriful Islam,Pakistan,1,3,1,33.33333333333333,1.0
Shoriful Islam,South Africa,2,8,1,25.0,2.0
Shoriful Islam,Sri Lanka,17,18,3,94.44444444444444,5.666666666666667
Shoriful Islam,Zimbabwe,1,3,0,33.33333333333333,
Shubman Gill,Australia,268,286,6,93.7062937062937,44.666666666666664
Shubman Gill,Bangladesh,121,135,1,89.62962962962962,121.0
Shubman Gill,Nepal,67,64,0,104.6875,
Shubman Gill,New Zealand,484,449,7,107.79510022271714,69.14285714285714
Shubman Gill,Pakistan,68,90,2,75.55555555555556,34.0
Shubman Gill,South Africa,80,92,3,86.95652173913044,26.666666666666668
Shubman Gill,Sri Lanka,253,216,4,117.12962962962963,63.25
Shubman Gill,West Indies,331,369,5,89.70189701897019,66.2
Shubman Gill,Zimbabwe,245,216,3,113.42592592592592,81.66666666666667
Shuvagata Hom,Zimbabwe,70,88,2,79.54545454545455,35.0
Sikandar Raza,Afghanistan,692,891,21,77.665544332211,32.95238095238095
Sikandar Raza,Australia,85,158,5,53.79746835443038,17.0
Sikandar Raza,Bangladesh,819,1019,21,80.3729146221786,39.0
Sikandar Raza,Hong Kong,10,14,1,71.42857142857143,10.0
Sikandar Raza,India,388,490,14,79.18367346938776,27.714285714285715
Sikandar Raza,Ireland,405,451,11,89.80044345898004,36.81818181818182
Sikandar Raza,Netherlands,238,195,4,122.05128205128206,59.5
Sikandar Raza,New Zealand,105,112,2,93.75,52.5
Sikandar Raza,Oman,42,49,1,85.71428571428571,42.0
Sikandar Raza,Pakistan,260,268,10,97.01492537313433,26.0
Sikandar Raza,Scotland,97,143,2,67.83216783216784,48.5
Sikandar Raza,South Africa,99,135,7,73.33333333333333,14.142857142857142
Sikandar Raza,Sri Lanka,343,362,11,94.7513812154696,31.181818181818183
Sikandar Raza,United Arab Emirates,100,97,3,103.09278350515463,33.333333333333336
